model,category,item,attributes,attribute_scores,basic_measure,log_measure,frequency
Meta-Llama-3.1-8B-Instruct,Vehicle,go-kart,"['noisy', 'gasoline-powered', 'motorized', 'small', 'automatic', 'two-seater', 'narrow', 'recreational', 'racing', 'two-wheeled', 'manual', 'open', 'single-seater', 'fun', 'agile', 'maneuverable', 'four-wheeled', 'electric-powered', 'fast', 'sporty', 'portable', 'compact', 'lightweight', 'wheeled', 'low-to-the-ground', 'enclosed']","[np.int64(6), np.int64(3), np.int64(12), np.int64(4), np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(5), np.int64(5), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(5), np.int64(1), np.int64(5), np.int64(2), np.int64(5), np.int64(4), np.int64(7), np.int64(12), np.int64(1), np.int64(7)]",102,27.646957455226897,19
Meta-Llama-3.1-8B-Instruct,Vehicle,moped,"['manual-shift', 'motorized', 'foldable', 'one-person', 'one-seat', 'small', 'fuel-efficient', 'economical', 'two-wheeled', 'low-speed', 'manual', 'powered', 'human-powered', 'affordable', 'portable', 'simple', 'lightweight', 'compact', 'fuel-powered']","[np.int64(1), np.int64(12), np.int64(5), np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(1), np.int64(5), np.int64(2), np.int64(5), np.int64(8), np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(7), np.int64(4), np.int64(2)]",67,17.10689307361922,6
Meta-Llama-3.1-8B-Instruct,Vehicle,motorcycle,"['aerodynamic', 'gasoline-powered', 'engine-driven', 'motorized', 'foldable', 'high-speed', 'high-performance', 'durable', 'recreational', 'customizable', 'two-wheeled', 'heavy-duty', 'vehicle', 'internal-combustion', 'powered', 'agile', 'fast', 'sporty', 'portable', 'lightweight', 'wheeled', 'stylish']","[np.int64(4), np.int64(3), np.int64(1), np.int64(12), np.int64(5), np.int64(3), np.int64(1), np.int64(5), np.int64(5), np.int64(1), np.int64(5), np.int64(2), np.int64(6), np.int64(1), np.int64(8), np.int64(2), np.int64(5), np.int64(2), np.int64(5), np.int64(7), np.int64(12), np.int64(1)]",96,26.106512414279745,30
Meta-Llama-3.1-8B-Instruct,Vehicle,rocket,"['propelled', 'controlled', 'metallic', 'expensive', 'aerodynamic', 'noisy', 'reusable', 'large', 'space-capable', 'cylindrical', 'high-speed', 'powerful', 'explosive', 'heavy', 'pointed', 'narrow', 'long', 'precision-engineered', 'high-tech', 'complex', 'fast', 'guided', 'precise', 'fuel-powered']","[np.int64(2), np.int64(2), np.int64(2), np.int64(1), np.int64(4), np.int64(6), np.int64(1), np.int64(10), np.int64(1), np.int64(1), np.int64(3), np.int64(6), np.int64(1), np.int64(6), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(2), np.int64(1), np.int64(2)]",68,18.821462904156142,5
Meta-Llama-3.1-8B-Instruct,Vehicle,rv,"['large', 'motorized', 'comfortable', 'bedroom', 'storage', 'capacity', 'luxurious', 'sleeping quarters', 'recreational', 'spacious', 'equipped', 'vehicle', 'seating', 'mobile', 'with', 'bathroom', 'amenities', 'wheels', 'for', 'kitchen', 'engine', 'area', 'wheeled', 'self-contained', 'enclosed']","[np.int64(10), np.int64(12), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(1), np.int64(6), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(12), np.int64(1), np.int64(7)]",72,13.312653103847461,19
Meta-Llama-3.1-8B-Instruct,Vehicle,scooter,"['motorized', 'foldable', 'rideable', 'adjustable', 'recreational', 'two-wheeled', 'vehicle', 'manual', 'battery-powered', 'kick-start', 'gas-powered', 'powered', 'self-balancing', 'electric', 'portable', 'transportation', 'personal', 'compact', 'lightweight', 'wheeled']","[np.int64(12), np.int64(5), np.int64(1), np.int64(1), np.int64(5), np.int64(5), np.int64(6), np.int64(5), np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(1), np.int64(3), np.int64(5), np.int64(3), np.int64(1), np.int64(4), np.int64(7), np.int64(12)]",87,22.417632960165815,27
Meta-Llama-3.1-8B-Instruct,Vehicle,tank,"['mechanized', 'large', 'amphibious', 'robust', 'slow-moving', 'offensive', 'steel', 'protective', 'armored-vehicle', 'powerful', 'versatile', 'defensive', 'heavy', 'fortified', 'armored', 'metal', 'protected', 'durable', 'tracked', 'slow', 'cumbersome', 'military', 'mobile', 'combat']","[np.int64(1), np.int64(10), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(3), np.int64(1), np.int64(6), np.int64(1), np.int64(1), np.int64(7), np.int64(1), np.int64(5), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(1)]",62,14.816730500623734,12
Meta-Llama-3.1-8B-Instruct,Vehicle,tractor,"['gasoline-powered', 'noisy', 'large', 'robust', 'motorized', 'powerful', 'versatile', 'heavy', 'durable', 'hydraulic', 'utility', 'manual', 'diesel-powered', 'rugged', 'mechanical', 'complex', 'four-wheeled', 'strong', 'agricultural', 'farm', 'wheeled', 'equipment', 'outdoor']","[np.int64(3), np.int64(6), np.int64(10), np.int64(3), np.int64(12), np.int64(6), np.int64(3), np.int64(6), np.int64(5), np.int64(1), np.int64(2), np.int64(5), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(5), np.int64(2), np.int64(2), np.int64(2), np.int64(12), np.int64(1), np.int64(1)]",95,26.029322775588614,9
Meta-Llama-3.1-8B-Instruct,Vehicle,train,"['noisy', 'old', 'rail-based', 'large', 'high-speed', 'powerful', 'modern', 'heavy', 'freight', 'metal', 'self-propelled', 'steam', 'long', 'diesel', 'slow', 'multi-car', 'track-bound', 'rail-bound', 'powered', 'passenger', 'electric', 'locomotive', 'fast', 'wheeled', 'new']","[np.int64(6), np.int64(2), np.int64(2), np.int64(10), np.int64(3), np.int64(6), np.int64(1), np.int64(6), np.int64(1), np.int64(7), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(2), np.int64(3), np.int64(1), np.int64(5), np.int64(12), np.int64(1)]",90,23.657744811107627,30
Meta-Llama-3.1-8B-Instruct,Vehicle,tram,"['public', 'road-bound', 'noisy', 'rail-based', 'urban', 'motorized', 'low-floor', 'metal', 'frequent', 'self-propelled', 'vehicle', 'diesel', 'elevated', 'passenger-carrying', 'articulated', 'powered', 'passenger', 'electric', 'suspended', 'guided', 'double-decked', 'transportation', 'wheeled', 'scheduled', 'enclosed']","[np.int64(1), np.int64(1), np.int64(6), np.int64(2), np.int64(1), np.int64(12), np.int64(1), np.int64(7), np.int64(1), np.int64(2), np.int64(6), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(8), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(12), np.int64(1), np.int64(7)]",86,20.880701738518464,18
Meta-Llama-3.1-8B-Instruct,Vehicle,trolley,"['stable', 'foldable', 'has handles', 'has shelves', 'metal', 'has wheels', 'durable', 'load-bearing', 'movable', 'sturdy', 'manual', 'flat', 'powered', 'has a roof', 'has compartments', 'rectangular', 'collapsible', 'lightweight', 'cart', 'wheeled', 'enclosed']","[np.int64(2), np.int64(5), np.int64(1), np.int64(1), np.int64(7), np.int64(1), np.int64(5), np.int64(1), np.int64(4), np.int64(2), np.int64(5), np.int64(2), np.int64(8), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(7), np.int64(2), np.int64(12), np.int64(7)]",79,21.1810349285238,19
Meta-Llama-3.1-8B-Instruct,Vehicle,truck,"['powerful', 'four-wheeled', 'versatile', 'sturdy', 'heavy', 'long', 'boxy', 'strong', 'transportation', 'large', 'robust', 'motorized', 'wheeled', 'durable', 'diesel-powered', 'cargo-carrying', 'off-road-capable', 'rugged']","[np.int64(6), np.int64(5), np.int64(3), np.int64(2), np.int64(6), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(10), np.int64(3), np.int64(12), np.int64(12), np.int64(5), np.int64(2), np.int64(3), np.int64(1), np.int64(2)]",81,22.340443321474684,30
Meta-Llama-3.1-8B-Instruct,Vehicle,van,"['four-wheeled', 'vehicle', 'rectangular', 'windowed', 'box-shaped', 'large', 'commercial', 'passenger-carrying', 'motorized', 'wheeled', 'recreational', 'cargo-carrying', 'enclosed', 'utility']","[np.int64(5), np.int64(6), np.int64(3), np.int64(1), np.int64(1), np.int64(10), np.int64(2), np.int64(2), np.int64(12), np.int64(12), np.int64(5), np.int64(3), np.int64(7), np.int64(2)]",71,18.505609954737665,22
Meta-Llama-3.1-8B-Instruct,Vehicle,wagon,"['old', 'horseless', 'wooden', 'large', 'motorized', 'pulled', 'cargo-carrying', 'heavy', 'flatbed', 'metal', 'horse-drawn', 'movable', 'vehicle', 'open', 'light', 'covered', 'rural', 'agricultural', 'cart', 'wheeled', 'farm', 'enclosed']","[np.int64(2), np.int64(1), np.int64(2), np.int64(10), np.int64(12), np.int64(1), np.int64(3), np.int64(6), np.int64(1), np.int64(7), np.int64(1), np.int64(4), np.int64(6), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(12), np.int64(2), np.int64(7)]",86,21.391527362284453,7
Meta-Llama-3.1-8B-Instruct,Vegetable,bell pepper,"['firm', 'red', 'yellow', 'colorful', 'orange', 'seedless', 'purple', 'versatile', 'glossy', 'ripe', 'vegetable', 'crunchy', 'fiber-rich', 'edible', 'smooth', 'tender', 'antioxidant-rich', 'seed-filled', 'juicy', 'elongated', 'hollow', 'nutritious', 'green', 'sweet', 'unripe', 'low-calorie', 'fresh', 'seasonal']","[np.int64(5), np.int64(6), np.int64(6), np.int64(4), np.int64(5), np.int64(1), np.int64(4), np.int64(7), np.int64(2), np.int64(4), np.int64(14), np.int64(8), np.int64(1), np.int64(18), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(7), np.int64(4), np.int64(2), np.int64(17), np.int64(16), np.int64(11), np.int64(4), np.int64(4), np.int64(5), np.int64(9)]",174,43.11334291333444,29
Meta-Llama-3.1-8B-Instruct,Vegetable,broccoli,"['greenish-blue', 'healthy', 'plant-based', 'green-blue', 'leafy', 'greenish', 'crucifer', 'florescent', 'nutritious', 'green-blue-green', 'cruciform', 'vegetable', 'florets', 'greenish-yellow', 'green', 'edible', 'cruciferous']","[np.int64(1), np.int64(4), np.int64(3), np.int64(1), np.int64(6), np.int64(1), np.int64(1), np.int64(1), np.int64(17), np.int64(1), np.int64(1), np.int64(14), np.int64(1), np.int64(1), np.int64(16), np.int64(18), np.int64(2)]",89,16.10504445338342,30
Meta-Llama-3.1-8B-Instruct,Vegetable,carrot,"['firm', 'green', 'fibrous', 'sweet', 'cultivated', 'healthy', 'raw', 'juicy', 'nutritious', 'root', 'orange', 'colorful', 'vegetable', 'crunchy', 'commonly consumed', 'edible', 'leafy']","[np.int64(5), np.int64(16), np.int64(5), np.int64(11), np.int64(3), np.int64(4), np.int64(4), np.int64(7), np.int64(17), np.int64(3), np.int64(5), np.int64(4), np.int64(14), np.int64(8), np.int64(1), np.int64(18), np.int64(6)]",131,30.534658984567187,30
Meta-Llama-3.1-8B-Instruct,Vegetable,corn,"['fibrous', 'yellow', 'dry', 'harvested', 'cob', 'versatile', 'grain', 'white', 'crunchy', 'plant', 'crop', 'edible', 'savory', 'fall', 'nutritious', 'food', 'summer', 'green', 'kernel', 'sweet', 'carbohydrate-rich', 'plant-based', 'agricultural', 'seasonal', 'starchy']","[np.int64(5), np.int64(6), np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(1), np.int64(4), np.int64(8), np.int64(4), np.int64(1), np.int64(18), np.int64(5), np.int64(1), np.int64(17), np.int64(1), np.int64(3), np.int64(16), np.int64(1), np.int64(11), np.int64(1), np.int64(3), np.int64(1), np.int64(9), np.int64(1)]",127,27.097093958734156,27
Meta-Llama-3.1-8B-Instruct,Vegetable,cucumber,"['thin', 'versatile', 'long', 'sweet', 'soft', 'cool', 'low-calorie', 'juicy', 'nutritious', 'hydrating', 'seasonal', 'vegetable', 'cylindrical', 'crunchy', 'green', 'edible', 'refreshing']","[np.int64(2), np.int64(7), np.int64(2), np.int64(11), np.int64(3), np.int64(1), np.int64(4), np.int64(7), np.int64(17), np.int64(2), np.int64(9), np.int64(14), np.int64(3), np.int64(8), np.int64(16), np.int64(18), np.int64(2)]",126,28.057720504428364,26
Meta-Llama-3.1-8B-Instruct,Vegetable,eggplant,"['firm', 'dark', 'cylindrical', 'oval', 'purple', 'purple-skinned', 'glossy', 'egg-shaped', 'ripe', 'vegetable', 'edible', 'smooth', 'elongated', 'deep', 'green', 'purple-red', 'unripe', 'purple-green', 'purple-black', 'purple-blue', 'rich']","[np.int64(5), np.int64(1), np.int64(3), np.int64(4), np.int64(4), np.int64(1), np.int64(2), np.int64(1), np.int64(4), np.int64(14), np.int64(18), np.int64(3), np.int64(4), np.int64(1), np.int64(16), np.int64(1), np.int64(4), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",90,19.73329928568092,29
Meta-Llama-3.1-8B-Instruct,Vegetable,garlic,"['spicy', 'underground', 'flavorful', 'purple', 'versatile', 'white', 'antiviral', 'root', 'vegetable', 'bulbous', 'plant', 'edible', 'savory', 'bulb', 'antibacterial', 'pungent', 'nutritious', 'strong', 'cultivated', 'antioxidant', 'aromatic', 'perennial', 'brown']","[np.int64(2), np.int64(2), np.int64(2), np.int64(4), np.int64(7), np.int64(4), np.int64(1), np.int64(3), np.int64(14), np.int64(2), np.int64(4), np.int64(18), np.int64(5), np.int64(1), np.int64(1), np.int64(1), np.int64(17), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(2)]",100,23.531593525780725,30
Meta-Llama-3.1-8B-Instruct,Vegetable,green bean,"['fibrous', 'podded', 'canned', 'boiled', 'frozen', 'versatile', 'leguminous', 'cooked', 'vegetable', 'crunchy', 'edible', 'steamed', 'thin', 'tender', 'legume', 'long', 'stir-fried', 'saut̩ed', 'nutritious', 'roasted', 'green', 'raw', 'fresh', 'seasonal', 'garden']","[np.int64(5), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(7), np.int64(1), np.int64(3), np.int64(14), np.int64(8), np.int64(18), np.int64(1), np.int64(2), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(17), np.int64(1), np.int64(16), np.int64(4), np.int64(5), np.int64(9), np.int64(3)]",131,29.82316266533904,12
Meta-Llama-3.1-8B-Instruct,Vegetable,kale,"['red', 'fibrous', 'annual', 'russian', 'bitter', 'cold-hardy', 'ornamental', 'nutrient-rich', 'vegetable', 'leafy green', 'biennial', 'edible', 'lacinato', 'cruciferous', 'leaf', 'cool-season', 'healthy', 'earthy', 'nutritious', 'superfood', 'curly', 'green', 'antioxidant', 'perennial', 'leafy']","[np.int64(6), np.int64(5), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(14), np.int64(2), np.int64(1), np.int64(18), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(4), np.int64(2), np.int64(17), np.int64(1), np.int64(1), np.int64(16), np.int64(2), np.int64(3), np.int64(6)]",115,25.16920231518152,30
Meta-Llama-3.1-8B-Instruct,Vegetable,lettuce,"['green leaf', 'leafy', 'hydrating', 'salad', 'vegetable', 'loose', 'crunchy', 'plant', 'edible', 'leaf', 'cool-season', 'healthy', 'head', 'juicy', 'nutritious', 'green', 'cultivated', 'pale', 'crisp', 'fresh', 'garden', 'refreshing']","[np.int64(1), np.int64(6), np.int64(2), np.int64(1), np.int64(14), np.int64(1), np.int64(8), np.int64(4), np.int64(18), np.int64(3), np.int64(3), np.int64(4), np.int64(1), np.int64(7), np.int64(17), np.int64(16), np.int64(3), np.int64(1), np.int64(1), np.int64(5), np.int64(3), np.int64(2)]",121,27.115112464236834,30
Meta-Llama-3.1-8B-Instruct,Vegetable,mushroom,"['red', 'gills', 'caps', 'yellow', 'stems', 'fungal', 'colorful', 'pores', 'organic', 'small', 'underground', 'non-poisonous', 'cap-shaped', 'white', 'above-ground', 'fungi', 'plant', 'edible', 'fragile', 'earthy', 'nutritious', 'spore-producing', 'green', 'plant-like', 'fleshy', 'poisonous', 'seasonal', 'perennial', 'umbrella-shaped', 'brown']","[np.int64(6), np.int64(1), np.int64(1), np.int64(6), np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(2), np.int64(5), np.int64(2), np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(1), np.int64(4), np.int64(18), np.int64(2), np.int64(2), np.int64(17), np.int64(1), np.int64(16), np.int64(1), np.int64(1), np.int64(1), np.int64(9), np.int64(3), np.int64(1), np.int64(2)]",116,24.609586527246098,30
Meta-Llama-3.1-8B-Instruct,Vegetable,pea,"['podded', 'canned', 'protein-rich', 'frozen', 'organic', 'small', 'perishable', 'versatile', 'seed', 'tiny', 'round', 'edible', 'legume', 'delicate', 'nutritious', 'natural', 'dried', 'green', 'sweet', 'plant-based', 'fresh', 'compact', 'immature', 'seasonal', 'fragile', 'garden']","[np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(5), np.int64(1), np.int64(7), np.int64(1), np.int64(1), np.int64(5), np.int64(18), np.int64(2), np.int64(1), np.int64(17), np.int64(1), np.int64(1), np.int64(16), np.int64(11), np.int64(3), np.int64(5), np.int64(1), np.int64(1), np.int64(9), np.int64(2), np.int64(3)]",121,26.62709032948842,9
Meta-Llama-3.1-8B-Instruct,Vegetable,pumpkin,"['carved', 'fibrous', 'squash', 'large', 'orange', 'small', 'gourd', 'vegetable', 'round', 'edible', 'autumn', 'savory', 'nutritious', 'hollow', 'decorative', 'sweet', 'autumnal', 'seasonal', 'symmetrical']","[np.int64(1), np.int64(5), np.int64(2), np.int64(2), np.int64(5), np.int64(5), np.int64(1), np.int64(14), np.int64(5), np.int64(18), np.int64(1), np.int64(5), np.int64(17), np.int64(2), np.int64(1), np.int64(11), np.int64(1), np.int64(9), np.int64(1)]",106,23.084393385552563,8
Meta-Llama-3.1-8B-Instruct,Vegetable,radish,"['firm', 'red', 'annual', 'spicy', 'oval', 'pink', 'small', 'taproot', 'purple', 'white', 'root', 'vegetable', 'bulbous', 'crunchy', 'round', 'edible', 'cool-season', 'juicy', 'nutritious', 'stem', 'green', 'sweet', 'fast-growing', 'low-calorie', 'seasonal', 'leafy']","[np.int64(5), np.int64(6), np.int64(2), np.int64(2), np.int64(4), np.int64(1), np.int64(5), np.int64(1), np.int64(4), np.int64(4), np.int64(3), np.int64(14), np.int64(2), np.int64(8), np.int64(5), np.int64(18), np.int64(3), np.int64(7), np.int64(17), np.int64(2), np.int64(16), np.int64(11), np.int64(1), np.int64(4), np.int64(9), np.int64(6)]",160,38.68252611449113,24
Meta-Llama-3.1-8B-Instruct,Vegetable,squash,"['yellow', 'rough', 'orange', 'oval', 'mashed', 'fruit', 'soft', 'ripe', 'cooked', 'vegetable', 'round', 'edible', 'smooth', 'savory', 'winter', 'juicy', 'nutritious', 'summer', 'green', 'sweet', 'unripe', 'hard', 'raw', 'seasonal']","[np.int64(6), np.int64(1), np.int64(5), np.int64(4), np.int64(1), np.int64(1), np.int64(3), np.int64(4), np.int64(3), np.int64(14), np.int64(5), np.int64(18), np.int64(3), np.int64(5), np.int64(1), np.int64(7), np.int64(17), np.int64(3), np.int64(16), np.int64(11), np.int64(4), np.int64(1), np.int64(4), np.int64(9)]",146,34.235960958679684,10
Meta-Llama-3.1-8B-Instruct,Vegetable,swiss chard,"['antioxidant-rich', 'red', 'leaf', 'sweet', 'leafy green vegetable', 'bitter', 'stalk', 'leafy greens', 'nutritious', 'colorful', 'vegetable', 'stem', 'leafy green', 'crunchy', 'green', 'edible', 'leafy']","[np.int64(3), np.int64(6), np.int64(3), np.int64(11), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(17), np.int64(4), np.int64(14), np.int64(2), np.int64(2), np.int64(8), np.int64(16), np.int64(18), np.int64(6)]",115,24.859047386877684,10
